1,1,82.46,438.02,188.45,85.99,0.85,2,1.0
1,2,1605.68,531.04,84.48,87.31,0.79,2,1.0
1,3,387.98,438.04,338.77,124.89,0.70,2,1.0
1,4,365.45,537.70,39.43,42.74,0.66,0,1.0
1,5,383.59,440.17,156.79,110.61,0.59,2,1.0
2,1,84.93,438.66,185.13,84.91,0.84,2,1.0
2,2,1605.75,531.73,84.19,86.02,0.79,2,1.0
2,3,388.42,438.29,338.42,122.87,0.67,2,1.0
2,4,365.58,536.57,39.00,43.27,0.68,0,1.0
2,5,384.03,440.79,155.09,109.18,0.62,2,1.0
2,6,1138.19,457.39,391.27,160.02,0.55,2,1.0
3,1,84.64,439.04,187.19,84.81,0.84,2,1.0
3,2,1605.89,531.48,84.95,86.11,0.79,2,1.0
3,3,387.93,438.38,340.22,121.49,0.76,2,1.0
3,4,366.34,536.16,38.93,44.32,0.65,0,1.0
3,6,1138.09,453.70,392.80,164.00,0.56,2,1.0
4,1,84.32,438.78,187.62,85.18,0.84,2,1.0
4,2,1605.93,531.58,85.37,86.16,0.79,2,1.0
4,3,387.94,438.59,339.58,119.68,0.77,2,1.0
4,4,366.16,535.97,39.35,44.25,0.66,0,1.0
4,6,1138.38,456.20,392.08,160.78,0.57,2,1.0
5,1,86.27,439.44,185.82,84.91,0.84,2,1.0
5,2,1607.11,533.87,85.50,83.42,0.78,2,1.0
5,3,388.17,437.61,341.10,121.99,0.72,2,1.0
5,4,366.74,536.18,39.67,44.13,0.68,0,1.0
5,6,1138.32,454.30,393.10,162.05,0.57,2,1.0
5,7,384.44,440.34,156.68,109.62,0.54,2,1.0
6,1,87.08,438.96,185.83,84.71,0.85,2,1.0
6,2,1607.83,531.04,84.86,85.86,0.78,2,1.0
6,3,389.16,435.60,340.45,122.60,0.71,2,1.0
6,4,366.78,534.68,39.39,45.06,0.66,0,1.0
6,7,386.75,436.58,151.87,114.35,0.56,2,1.0
7,1,88.24,438.73,185.86,84.33,0.84,2,1.0
7,2,1607.98,530.82,86.36,86.02,0.79,2,1.0
7,3,390.52,435.54,339.87,121.05,0.79,2,1.0
7,4,367.37,534.92,39.64,44.05,0.68,0,1.0
7,8,1141.66,454.56,392.20,161.17,0.56,2,1.0
8,1,90.08,434.89,184.77,88.20,0.85,2,1.0
8,2,1609.90,532.65,84.56,83.75,0.77,2,1.0
8,3,390.52,436.43,340.66,121.99,0.78,2,1.0
8,4,367.93,536.03,38.91,42.91,0.67,0,1.0
8,8,1142.39,450.84,391.83,164.49,0.57,2,1.0
9,1,91.49,436.22,184.82,86.56,0.85,2,1.0
9,2,1610.49,530.88,84.32,85.87,0.78,2,1.0
9,3,390.99,436.03,340.86,121.35,0.67,2,1.0
9,4,368.82,534.21,39.51,44.90,0.67,0,1.0
9,8,1143.89,450.86,389.89,164.26,0.51,2,1.0
9,9,388.92,435.91,152.88,114.92,0.58,2,1.0
10,1,93.11,438.05,185.13,85.33,0.86,2,1.0
10,2,1611.91,531.16,83.27,85.77,0.77,2,1.0
10,3,391.92,438.29,341.21,121.74,0.74,2,1.0
10,4,369.39,534.54,41.06,45.40,0.63,0,1.0
10,8,1144.34,449.33,391.13,166.32,0.62,2,1.0
10,5,390.33,439.02,152.76,111.79,0.39,2,1.0
11,1,93.74,438.02,184.79,85.60,0.85,2,1.0
11,2,1612.23,530.80,82.88,86.09,0.76,2,1.0
11,3,391.95,437.72,341.25,122.59,0.70,2,1.0
11,4,370.03,534.76,40.75,45.44,0.63,0,1.0
11,8,1144.66,446.75,391.01,168.78,0.62,2,1.0
11,5,390.58,438.69,152.24,111.77,0.54,2,1.0
12,1,93.71,440.05,186.56,83.91,0.86,2,1.0
12,2,1613.68,533.91,83.39,83.95,0.75,2,1.0
12,3,392.97,438.49,340.32,121.82,0.69,2,1.0
12,4,372.12,535.62,39.51,45.45,0.64,0,1.0
12,8,1146.21,446.42,390.48,169.14,0.59,2,1.0
12,5,391.98,439.88,152.48,110.90,0.57,2,1.0
13,1,94.18,439.54,186.43,83.99,0.86,2,1.0
13,2,1613.87,535.08,83.75,82.60,0.76,2,1.0
13,3,392.88,439.04,340.96,119.74,0.75,2,1.0
13,4,371.91,536.20,39.28,44.06,0.66,0,1.0
13,8,1145.82,443.61,390.68,171.35,0.62,2,1.0
13,9,391.79,440.26,152.60,110.59,0.48,2,1.0
14,1,94.72,439.36,186.21,84.39,0.86,2,1.0
14,2,1614.52,534.37,82.98,83.14,0.77,2,1.0
14,4,373.20,535.37,39.59,44.81,0.65,0,1.0
14,8,1147.57,444.09,389.29,170.99,0.60,2,1.0
14,9,392.34,440.59,151.76,108.07,0.73,2,1.0
14,5,393.56,439.68,339.86,122.67,0.49,2,1.0
15,1,95.61,438.73,184.84,86.24,0.87,2,1.0
15,2,1614.63,532.71,83.66,85.89,0.78,2,1.0
15,4,372.82,537.95,39.90,43.91,0.65,0,1.0
15,8,1147.34,445.67,389.58,169.50,0.67,2,1.0
15,9,392.83,439.57,151.44,110.84,0.83,2,1.0
15,10,230.05,591.96,95.09,142.97,0.54,3,1.0
16,1,94.17,438.61,188.55,85.82,0.87,2,1.0
16,2,1615.83,533.01,82.88,85.60,0.78,2,1.0
16,4,374.29,535.63,39.26,46.05,0.64,0,1.0
16,8,1148.04,444.54,388.53,170.71,0.66,2,1.0
16,9,394.28,439.64,149.77,110.20,0.77,2,1.0
16,10,229.50,592.17,97.31,142.48,0.52,3,1.0
16,3,393.57,452.07,341.42,111.14,0.30,2,1.0
17,1,95.21,438.82,187.65,84.88,0.86,2,1.0
17,2,1615.91,533.17,82.82,85.18,0.78,2,1.0
17,4,374.38,534.48,39.57,46.23,0.65,0,1.0
17,8,1148.70,445.58,389.08,169.68,0.64,2,1.0
17,9,394.14,439.71,150.13,108.86,0.75,2,1.0
17,10,228.97,592.35,96.22,141.28,0.51,3,1.0
17,5,394.59,440.09,340.86,121.86,0.45,2,1.0
18,1,96.44,438.60,186.68,85.16,0.87,2,1.0
18,2,1616.54,534.58,83.07,84.02,0.79,2,1.0
18,4,375.03,535.07,39.27,45.66,0.66,0,1.0
18,8,1149.15,444.05,389.18,171.41,0.60,2,1.0
18,9,395.08,439.09,151.09,110.01,0.71,2,1.0
18,10,229.28,592.13,96.11,141.19,0.58,3,1.0
18,5,395.11,437.22,340.58,124.07,0.55,2,1.0
19,1,96.96,438.59,186.57,85.26,0.86,2,1.0
19,2,1616.83,533.85,83.62,84.90,0.80,2,1.0
19,4,375.55,535.61,39.07,45.17,0.65,0,1.0
19,8,1149.33,442.68,389.18,173.15,0.61,2,1.0
19,9,395.98,439.73,149.75,109.60,0.79,2,1.0
19,10,228.76,592.02,96.74,141.30,0.59,3,1.0
19,3,397.22,436.22,349.83,124.03,0.37,2,1.0
20,1,97.83,437.75,185.00,86.06,0.86,2,1.0
20,2,1617.01,533.66,83.58,85.29,0.80,2,1.0
20,4,375.64,535.88,39.64,44.84,0.66,0,1.0
20,8,1149.93,443.90,388.92,171.94,0.61,2,1.0
20,9,396.37,439.53,149.10,109.81,0.82,2,1.0
20,10,227.75,592.06,97.93,140.97,0.61,3,1.0
20,5,396.61,435.33,351.03,125.26,0.26,2,1.0
21,1,97.39,438.53,187.02,85.09,0.86,2,1.0
21,2,1617.48,533.10,83.47,85.07,0.80,2,1.0
21,4,375.63,535.72,41.01,44.40,0.67,0,1.0
21,8,1151.00,446.58,389.18,168.70,0.56,2,1.0
21,9,396.40,438.90,151.66,112.03,0.65,2,1.0
21,10,227.88,591.91,97.52,140.92,0.66,3,1.0
21,5,396.24,438.49,340.46,118.39,0.59,2,1.0
22,1,96.70,439.12,188.55,84.35,0.86,2,1.0
22,2,1617.81,533.78,83.62,83.62,0.79,2,1.0
22,4,375.82,536.24,40.50,44.30,0.64,0,1.0
22,8,1151.15,443.34,390.26,171.58,0.60,2,1.0
22,9,394.69,438.96,154.39,112.60,0.63,2,1.0
22,10,227.58,592.32,97.93,140.76,0.66,3,1.0
22,5,395.26,438.68,343.01,118.58,0.61,2,1.0
23,1,96.96,439.08,187.94,84.64,0.87,2,1.0
23,2,1618.91,535.23,83.86,82.14,0.79,2,1.0
23,4,376.11,536.49,40.06,44.06,0.63,0,1.0
23,8,1151.98,443.93,390.57,171.42,0.55,2,1.0
23,9,394.64,438.46,155.20,112.82,0.53,2,1.0
23,10,228.08,593.63,97.12,139.86,0.65,3,1.0
23,5,395.21,437.92,343.63,118.94,0.69,2,1.0
24,1,98.26,438.52,187.07,84.57,0.87,2,1.0
24,2,1618.56,534.59,84.03,82.56,0.80,2,1.0
24,4,375.88,535.75,40.74,44.65,0.64,0,1.0
24,8,1151.89,445.69,391.05,169.27,0.54,2,1.0
24,9,395.21,439.24,154.14,112.41,0.59,2,1.0
24,10,227.84,592.85,98.16,140.08,0.64,3,1.0
24,5,395.60,438.95,344.49,117.94,0.64,2,1.0
25,1,98.81,438.77,186.35,84.19,0.86,2,1.0
25,2,1619.39,535.61,83.93,81.66,0.79,2,1.0
25,4,376.22,535.84,40.36,44.47,0.64,0,1.0
25,8,1152.04,447.19,391.30,167.56,0.55,2,1.0
25,10,227.23,591.77,98.79,141.20,0.65,3,1.0
25,5,395.96,438.72,344.37,117.67,0.72,2,1.0
